block,plot,year,timepoint,site,taxa,cover,date,note_cover
1,6,2020,Early,Sandhills,Dichanthelium_acuminatum,6,6/22/2020,
1,6,2020,Early,Sandhills,Euphorbia_spp,2,6/22/2020,most likely Euphorbia_pubentissima
1,6,2020,Early,Sandhills,Galactia_erecta,6,6/22/2020,
1,6,2020,Early,Sandhills,Liatris_cokeri,3,6/22/2020,
1,6,2020,Early,Sandhills,Litter,50,6/22/2020,
1,6,2020,Early,Sandhills,Overstory,40,6/22/2020,
1,6,2020,Early,Sandhills,Parthenium_integrifolium_mabryanum,20,6/22/2020,
1,6,2020,Early,Sandhills,Pinus_palustris,4,6/22/2020,grass stage
1,6,2020,Early,Sandhills,Pityopsis_aspera,2,6/22/2020,
1,6,2020,Early,Sandhills,Pteridium_aquilinum,33,6/22/2020,
1,6,2020,Early,Sandhills,Schizachyrium_scoparium_scoparium,3,6/22/2020,
1,6,2020,Early,Sandhills,Scleria_triglomerata,3,6/22/2020,
1,6,2020,Early,Sandhills,Unknown_moss,2,6/22/2020,most likely Syntrichia_ruralis
1,6,2020,Early,Sandhills,Vaccinium_tenellum,16,6/22/2020,
1,6,2020,Late,Sandhills,Aristida_stricta,53,10/2/2020,
1,6,2020,Late,Sandhills,Bare_ground,0,10/2/2020,
1,6,2020,Late,Sandhills,Dichanthelium_acuminatum,7,10/2/2020,
1,6,2020,Late,Sandhills,Galactia_erecta,15,10/2/2020,
1,6,2020,Late,Sandhills,Litter,70,10/2/2020,
1,6,2020,Late,Sandhills,Overstory,40,10/2/2020,
1,6,2020,Late,Sandhills,Parthenium_integrifolium_mabryanum,12,10/2/2020,
1,6,2020,Late,Sandhills,Pinus_palustris,5,10/2/2020,grass stage
1,6,2020,Late,Sandhills,Pityopsis_aspera,5,10/2/2020,
1,6,2020,Late,Sandhills,Pteridium_aquilinum,12,10/2/2020,
1,6,2020,Late,Sandhills,Rhus_copallinum,9,10/2/2020,
1,6,2020,Late,Sandhills,Schizachyrium_scoparium_scoparium,4,10/2/2020,
1,6,2020,Late,Sandhills,Scleria_triglomerata,9,10/2/2020,
1,6,2020,Late,Sandhills,Unknown_mushroom,1,10/2/2020,
1,6,2020,Late,Sandhills,Vaccinium_tenellum,20,10/2/2020,
1,6,2021,Early,Sandhills,Aristida_stricta,30,4/16/2021,
1,6,2021,Early,Sandhills,Bare_ground,1,4/16/2021,
1,6,2021,Early,Sandhills,Chamaecrista_nictitans,1,4/16/2021,
1,6,2021,Early,Sandhills,Dichanthelium_commutatum,5,4/16/2021,
1,6,2021,Early,Sandhills,Euphorbia_spp,2,4/16/2021,most likely Euphorbia_pubentissima
1,6,2021,Early,Sandhills,Galactia_erecta,1,4/16/2021,
1,6,2021,Early,Sandhills,Litter,75,4/16/2021,
1,6,2021,Early,Sandhills,Unknown_moss,0,4/16/2021,
1,6,2021,Early,Sandhills,Overstory,85,4/16/2021,
1,6,2021,Early,Sandhills,Parthenium_integrifolium_mabryanum,8,4/16/2021,
1,6,2021,Early,Sandhills,Pinus_palustris,5,4/16/2021,grass stage
1,6,2021,Early,Sandhills,Pityopsis_aspera,1,4/16/2021,
1,6,2021,Early,Sandhills,Pteridium_aquilinum,23,4/16/2021,
1,6,2021,Early,Sandhills,Schizachyrium_scoparium_scoparium,2,4/16/2021,
1,6,2021,Early,Sandhills,Stylosanthes_biflora,1,4/16/2021,
1,6,2021,Early,Sandhills,Vaccinium_tenellum,12,4/16/2021,
1,6,2021,Late,Sandhills,Andropogon_virginicus,7,9/23/2021,
1,6,2021,Late,Sandhills,Aristida_stricta,33,9/23/2021,
1,6,2021,Late,Sandhills,Bare_ground,1,9/23/2021,
1,6,2021,Late,Sandhills,Dichanthelium_commutatum,2,9/23/2021,
1,6,2021,Late,Sandhills,Galactia_erecta,14,9/23/2021,
1,6,2021,Late,Sandhills,Lespedeza_angustifolia,5,9/23/2021,
1,6,2021,Late,Sandhills,Liatris_cokeri,1,9/23/2021,
1,6,2021,Late,Sandhills,Litter,50,9/23/2021,
1,6,2021,Late,Sandhills,Overstory,65,9/23/2021,
1,6,2021,Late,Sandhills,Parthenium_integrifolium_mabryanum,15,9/23/2021,
1,6,2021,Late,Sandhills,Pinus_palustris,1,9/23/2021,grass stage
1,6,2021,Late,Sandhills,Pteridium_aquilinum,49,9/23/2021,
1,6,2021,Late,Sandhills,Rhus_copallinum,24,9/23/2021,
1,6,2021,Late,Sandhills,Vaccinium_tenellum,14,9/23/2021,
1,6,2022,Early,Sandhills,Aristida_stricta,27,4/28/2022,
1,6,2022,Early,Sandhills,Bare_ground,2,4/28/2022,
1,6,2022,Early,Sandhills,Chamaecrista_nictitans,1,4/28/2022,
1,6,2022,Early,Sandhills,Dichanthelium_commutatum,5,4/28/2022,
1,6,2022,Early,Sandhills,Euphorbia_spp,6,4/28/2022,most likely Euphorbia_curtisii
1,6,2022,Early,Sandhills,Galactia_erecta,1,4/28/2022,
1,6,2022,Early,Sandhills,Hypoxis_wrightii,1,4/28/2022,
1,6,2022,Early,Sandhills,Lespedeza_angustifolia,3,4/28/2022,
1,6,2022,Early,Sandhills,Liatris_cokeri,2,4/28/2022,
1,6,2022,Early,Sandhills,Litter,80,4/28/2022,
1,6,2022,Early,Sandhills,Overstory,55,4/28/2022,
1,6,2022,Early,Sandhills,Parthenium_integrifolium_mabryanum,15,4/28/2022,
1,6,2022,Early,Sandhills,Pinus_palustris,6,4/28/2022,grass stage
1,6,2022,Early,Sandhills,Pteridium_aquilinum,58,4/28/2022,
1,6,2022,Early,Sandhills,Rhus_copallinum,3,4/28/2022,
1,6,2022,Early,Sandhills,Sassafras_albidum,1,4/28/2022,
1,6,2022,Early,Sandhills,Schizachyrium_scoparium_scoparium,4,4/28/2022,
1,6,2022,Early,Sandhills,Stylosanthes_biflora,1,4/28/2022,
1,6,2022,Early,Sandhills,Unknown_moss,2,4/28/2022,
1,6,2022,Early,Sandhills,Vaccinium_tenellum,16,4/28/2022,
1,6,2022,Late,Sandhills,Aristida_stricta,25,9/15/2022,
1,6,2022,Late,Sandhills,Dichanthelium_commutatum,1,9/15/2022,
1,6,2022,Late,Sandhills,Galactia_erecta,16,9/15/2022,
1,6,2022,Late,Sandhills,Lespedeza_angustifolia,10,9/15/2022,
1,6,2022,Late,Sandhills,Litter,80,9/15/2022,
1,6,2022,Late,Sandhills,Overstory,63,9/15/2022,
1,6,2022,Late,Sandhills,Parthenium_integrifolium_mabryanum,4,9/15/2022,
1,6,2022,Late,Sandhills,Pinus_palustris,13,9/15/2022,grass stage 
1,6,2022,Late,Sandhills,Pteridium_aquilinum,2,9/15/2022,
1,6,2022,Late,Sandhills,Rhus_copallinum,28,9/15/2022,
1,6,2022,Late,Sandhills,Sassafras_albidum,9,9/15/2022,
1,6,2022,Late,Sandhills,Schizachyrium_scoparium_scoparium,5,9/15/2022,
1,6,2022,Late,Sandhills,Unknown_moss,5,9/15/2022,
1,6,2022,Late,Sandhills,Vaccinium_tenellum,15,9/15/2022,
1,6,2023,Early,Sandhills,Andropogon_virginicus,3,4/17/2023,
1,6,2023,Early,Sandhills,Aristida_stricta,13,4/17/2023,
1,6,2023,Early,Sandhills,Bare_ground,0,4/17/2023,
1,6,2023,Early,Sandhills,Chrysopsis_mariana,1,4/17/2023,
1,6,2023,Early,Sandhills,Dichanthelium_commutatum,2,4/17/2023,
1,6,2023,Early,Sandhills,Euphorbia_spp,3,4/17/2023,most likely Euphorbia_curtisii
1,6,2023,Early,Sandhills,Hypoxis_wrightii,1,4/17/2023,
1,6,2023,Early,Sandhills,Lespedeza_angustifolia,3,4/17/2023,
1,6,2023,Early,Sandhills,Litter,90,4/17/2023,
1,6,2023,Early,Sandhills,Overstory,60,4/17/2023,
1,6,2023,Early,Sandhills,Parthenium_integrifolium_mabryanum,13,4/17/2023,
1,6,2023,Early,Sandhills,Pinus_palustris,2,4/17/2023,grass stage
1,6,2023,Early,Sandhills,Pteridium_aquilinum,39,4/17/2023,
1,6,2023,Early,Sandhills,Sassafras_albidum,6,4/17/2023,
1,6,2023,Early,Sandhills,Vaccinium_tenellum,10,4/17/2023,
1,6,2023,Late,Sandhills,Aristida_stricta,15,9/14/2023,
1,6,2023,Late,Sandhills,Bare_ground,0,9/14/2023,
1,6,2023,Late,Sandhills,Galactia_erecta,3,9/14/2023,
1,6,2023,Late,Sandhills,Lespedeza_angustifolia,7,9/14/2023,
1,6,2023,Late,Sandhills,Litter,94,9/14/2023,
1,6,2023,Late,Sandhills,Morella_cerifera_pumila,9,9/14/2023,
1,6,2023,Late,Sandhills,Overstory,60,9/14/2023,
1,6,2023,Late,Sandhills,Parthenium_integrifolium_mabryanum,9,9/14/2023,
1,6,2023,Late,Sandhills,Pityopsis_aspera,2,9/14/2023,
1,6,2023,Late,Sandhills,Pteridium_aquilinum,27,9/14/2023,
1,6,2023,Late,Sandhills,Robinia_hispida_nana,8,9/14/2023,
1,6,2023,Late,Sandhills,Vaccinium_tenellum,2,9/14/2023,
1,7,2019,Early,Sandhills,Aristida_stricta,18,7/17/2019,
1,7,2019,Early,Sandhills,Euphorbia_spp,1,7/17/2019,most likely Euphorbia_pubentissima
1,7,2019,Early,Sandhills,Liatris_cokeri,4,7/17/2019,
1,7,2019,Early,Sandhills,Parthenium_integrifolium_mabryanum,5,7/17/2019,
1,7,2019,Early,Sandhills,Pteridium_aquilinum,24,7/17/2019,
1,7,2019,Early,Sandhills,Vaccinium_tenellum,2,7/17/2019,
1,7,2019,Late,Sandhills,Aristida_stricta,25,9/21/2019,
1,7,2019,Late,Sandhills,Bare_ground,15,9/21/2019,
1,7,2019,Late,Sandhills,Euphorbia_spp,1,9/21/2019,most likely Euphorbia_pubentissima
1,7,2019,Late,Sandhills,Lespedeza_angustifolia,5,9/21/2019,
1,7,2019,Late,Sandhills,Liatris_cokeri,4,9/21/2019,
1,7,2019,Late,Sandhills,Litter,50,9/21/2019,
1,7,2019,Late,Sandhills,Morella_cerifera_pumila,1,9/21/2019,
1,7,2019,Late,Sandhills,Overstory,85,9/21/2019,
1,7,2019,Late,Sandhills,Parthenium_integrifolium_mabryanum,11,9/21/2019,
1,7,2019,Late,Sandhills,Pteridium_aquilinum,44,9/21/2019,
1,7,2019,Late,Sandhills,Schizachyrium_scoparium_scoparium,6,9/21/2019,
1,7,2019,Late,Sandhills,Vaccinium_tenellum,18,9/21/2019,
1,7,2020,Early,Sandhills,Aristida_stricta,10,6/22/2020,
1,7,2020,Early,Sandhills,Bare_ground,14,6/22/2020,
1,7,2020,Early,Sandhills,Dichanthelium_acuminatum,1,6/22/2020,
1,7,2020,Early,Sandhills,Liatris_cokeri,4,6/22/2020,
1,7,2020,Early,Sandhills,Litter,85,6/22/2020,
1,7,2020,Early,Sandhills,Overstory,90,6/22/2020,
1,7,2020,Early,Sandhills,Pinus_palustris,2,6/22/2020,grass stage
1,7,2020,Early,Sandhills,Pityopsis_aspera,3,6/22/2020,
1,7,2020,Early,Sandhills,Pteridium_aquilinum,5,6/22/2020,
1,7,2020,Early,Sandhills,Unknown_moss,1,6/22/2020,most likely Syntrichia_ruralis
1,7,2020,Early,Sandhills,Vaccinium_tenellum,14,6/22/2020,
1,7,2020,Late,Sandhills,Aristida_stricta,18,10/2/2020,
1,7,2020,Late,Sandhills,Bare_ground,3,10/2/2020,
1,7,2020,Late,Sandhills,Dichanthelium_acuminatum,3,10/2/2020,
1,7,2020,Late,Sandhills,Litter,95,10/2/2020,
1,7,2020,Late,Sandhills,Overstory,90,10/2/2020,
1,7,2020,Late,Sandhills,Pinus_palustris,2,10/2/2020,grass stage
1,7,2020,Late,Sandhills,Pityopsis_aspera,6,10/2/2020,
1,7,2020,Late,Sandhills,Pteridium_aquilinum,2,10/2/2020,
1,7,2020,Late,Sandhills,Schizachyrium_scoparium_scoparium,2,10/2/2020,
1,7,2020,Late,Sandhills,Unknown_moss,1,10/2/2020,most likely Syntrichia_ruralis
1,7,2020,Late,Sandhills,Vaccinium_tenellum,13,10/2/2020,
1,7,2021,Early,Sandhills,Aristida_stricta,13,4/16/2021,
1,7,2021,Early,Sandhills,Bare_ground,5,4/16/2021,
1,7,2021,Early,Sandhills,Dichanthelium_commutatum,2,4/16/2021,
1,7,2021,Early,Sandhills,Euphorbia_spp,4,4/16/2021,most likely Euphorbia_pubentissima
1,7,2021,Early,Sandhills,Liatris_cokeri,1,4/16/2021,
1,7,2021,Early,Sandhills,Litter,80,4/16/2021,
1,7,2021,Early,Sandhills,Unknown_moss,1,4/16/2021,
1,7,2021,Early,Sandhills,Overstory,68,4/16/2021,
1,7,2021,Early,Sandhills,Pinus_palustris,1,4/16/2021,grass stage
1,7,2021,Early,Sandhills,Pityopsis_aspera,3,4/16/2021,
1,7,2021,Early,Sandhills,Pteridium_aquilinum,6,4/16/2021,
1,7,2021,Early,Sandhills,Schizachyrium_scoparium_scoparium,1,4/16/2021,
1,7,2021,Early,Sandhills,Vaccinium_tenellum,22,4/16/2021,
1,7,2021,Late,Sandhills,Aristida_stricta,37,9/23/2021,
1,7,2021,Late,Sandhills,Bare_ground,4,9/23/2021,
1,7,2021,Late,Sandhills,Liatris_cokeri,9,9/23/2021,
1,7,2021,Late,Sandhills,Litter,55,9/23/2021,
1,7,2021,Late,Sandhills,Overstory,68,9/23/2021,
1,7,2021,Late,Sandhills,Parthenium_integrifolium_mabryanum,7,9/23/2021,
1,7,2021,Late,Sandhills,Pityopsis_aspera,2,9/23/2021,
1,7,2021,Late,Sandhills,Quercus_laevis,6,9/23/2021,
1,7,2021,Late,Sandhills,Robinia_hispida_nana,3,9/23/2021,
1,7,2021,Late,Sandhills,Vaccinium_tenellum,13,9/23/2021,
1,7,2022,Early,Sandhills,Aristida_stricta,22,4/28/2022,
1,7,2022,Early,Sandhills,Bare_ground,5,4/28/2022,
1,7,2022,Early,Sandhills,Euphorbia_spp,8,4/28/2022,most likely Euphorbia_curtisii
1,7,2022,Early,Sandhills,Liatris_cokeri,2,4/28/2022,
1,7,2022,Early,Sandhills,Litter,75,4/28/2022,
1,7,2022,Early,Sandhills,Overstory,80,4/28/2022,
1,7,2022,Early,Sandhills,Pinus_palustris,2,4/28/2022,grass stage
1,7,2022,Early,Sandhills,Pityopsis_aspera,4,4/28/2022,
1,7,2022,Early,Sandhills,Pteridium_aquilinum,19,4/28/2022,
1,7,2022,Early,Sandhills,Robinia_hispida_nana,8,4/28/2022,
1,7,2022,Early,Sandhills,Seymeria_cassioides,1,4/28/2022,
1,7,2022,Early,Sandhills,Vaccinium_tenellum,34,4/28/2022,
1,7,2022,Late,Sandhills,Aristida_stricta,37,9/15/2022,
1,7,2022,Late,Sandhills,Bare_ground,8,9/15/2022,
1,7,2022,Late,Sandhills,Dichanthelium_commutatum,3,9/15/2022,
1,7,2022,Late,Sandhills,Euphorbia_spp,6,9/15/2022,most likely Euphorbia_curtisii
1,7,2022,Late,Sandhills,Litter,65,9/15/2022,
1,7,2022,Late,Sandhills,Overstory,83,9/15/2022,
1,7,2022,Late,Sandhills,Pinus_palustris,6,9/15/2022,grass stage 
1,7,2022,Late,Sandhills,Pityopsis_aspera,5,9/15/2022,
1,7,2022,Late,Sandhills,Pteridium_aquilinum,10,9/15/2022,
1,7,2022,Late,Sandhills,Robinia_hispida_nana,6,9/15/2022,
1,7,2022,Late,Sandhills,Schizachyrium_scoparium_scoparium,5,9/15/2022,
1,7,2022,Late,Sandhills,Unknown_moss,1,9/15/2022,most likely Syntrichia_ruralis
1,7,2022,Late,Sandhills,Vaccinium_tenellum,25,9/15/2022,
1,7,2023,Early,Sandhills,Aristida_stricta,23,4/17/2023,
1,7,2023,Early,Sandhills,Bare_ground,0,4/17/2023,
1,7,2023,Early,Sandhills,Chrysopsis_mariana,1,4/17/2023,
1,7,2023,Early,Sandhills,Dichanthelium_commutatum,4,4/17/2023,
1,7,2023,Early,Sandhills,Erechtites_hieraciifolius,1,4/17/2023,
1,7,2023,Early,Sandhills,Euphorbia_spp,7,4/17/2023,most likely Euphorbia_curtisii
1,7,2023,Early,Sandhills,Liatris_cokeri,3,4/17/2023,
1,7,2023,Early,Sandhills,Litter,88,4/17/2023,
1,7,2023,Early,Sandhills,Overstory,70,4/17/2023,
1,7,2023,Early,Sandhills,Pityopsis_aspera,2,4/17/2023,
1,7,2023,Early,Sandhills,Robinia_hispida_nana,3,4/17/2023,
1,7,2023,Early,Sandhills,Vaccinium_tenellum,29,4/17/2023,
1,7,2023,Late,Sandhills,Aristida_stricta,35,9/14/2023,
1,7,2023,Late,Sandhills,Bare_ground,0,9/14/2023,
1,7,2023,Late,Sandhills,Dichanthelium_commutatum,11,9/14/2023,
1,7,2023,Late,Sandhills,Dichanthelium_scoparium,1,9/14/2023,
1,7,2023,Late,Sandhills,Liatris_cokeri,6,9/14/2023,
1,7,2023,Late,Sandhills,Litter,69,9/14/2023,
1,7,2023,Late,Sandhills,Overstory,70,9/14/2023,
1,7,2023,Late,Sandhills,Pityopsis_aspera,13,9/14/2023,
1,7,2023,Late,Sandhills,Prunus_spp,1,9/14/2023,
1,7,2023,Late,Sandhills,Robinia_hispida_nana,30,9/14/2023,
1,7,2023,Late,Sandhills,Schizachyrium_scoparium_scoparium,9,9/14/2023,
1,7,2023,Late,Sandhills,Vaccinium_tenellum,15,9/14/2023,
1,8,2019,Early,Sandhills,Aristida_stricta,17,7/17/2019,
1,8,2019,Early,Sandhills,Chrysopsis_mariana,8,7/17/2019,
1,8,2019,Early,Sandhills,Ionactis_linariifolia,1,7/17/2019,
1,8,2019,Early,Sandhills,Liatris_cokeri,3,7/17/2019,
1,8,2019,Early,Sandhills,Scleria_triglomerata,3,7/17/2019,
1,8,2019,Early,Sandhills,Stylosanthes_biflora,1,7/17/2019,
1,8,2019,Early,Sandhills,Tephrosia_virginiana,1,7/17/2019,
1,8,2019,Early,Sandhills,Vaccinium_tenellum,5,7/17/2019,
1,8,2019,Late,Sandhills,Aristida_stricta,17,9/21/2019,
1,8,2019,Late,Sandhills,Bare_ground,11,9/21/2019,
1,8,2019,Late,Sandhills,Chamaecrista_nictitans,4,9/21/2019,
1,8,2019,Late,Sandhills,Chrysopsis_mariana,14,9/21/2019,
1,8,2019,Late,Sandhills,Dichanthelium_acuminatum,1,9/21/2019,
1,8,2019,Late,Sandhills,Euphorbia_spp,1,9/21/2019,most likely Euphorbia_pubentissima
1,8,2019,Late,Sandhills,Ionactis_linariifolia,6,9/21/2019,
1,8,2019,Late,Sandhills,Liatris_cokeri,7,9/21/2019,
1,8,2019,Late,Sandhills,Litter,60,9/21/2019,
1,8,2019,Late,Sandhills,Morella_cerifera_pumila,12,9/21/2019,
1,8,2019,Late,Sandhills,Pteridium_aquilinum,2,9/21/2019,
1,8,2019,Late,Sandhills,Schizachyrium_scoparium_scoparium,2,9/21/2019,
1,8,2019,Late,Sandhills,Scleria_triglomerata,7,9/21/2019,
1,8,2019,Late,Sandhills,Tephrosia_virginiana,2,9/21/2019,
1,8,2019,Late,Sandhills,Vaccinium_tenellum,13,9/21/2019,
1,8,2020,Early,Sandhills,Aristida_stricta,32,6/22/2020,
1,8,2020,Early,Sandhills,Bare_ground,5,6/22/2020,
1,8,2020,Early,Sandhills,Chamaecrista_nictitans,2,6/22/2020,
1,8,2020,Early,Sandhills,Chrysopsis_mariana,10,6/22/2020,
1,8,2020,Early,Sandhills,Dichanthelium_acuminatum,2,6/22/2020,
1,8,2020,Early,Sandhills,Euphorbia_spp,2,6/22/2020,most likely Euphorbia_pubentissima
1,8,2020,Early,Sandhills,Liatris_cokeri,7,6/22/2020,
1,8,2020,Early,Sandhills,Litter,15,6/22/2020,
1,8,2020,Early,Sandhills,Overstory,0,6/22/2020,
1,8,2020,Early,Sandhills,Pinus_palustris,3,6/22/2020,grass stage
1,8,2020,Early,Sandhills,Pteridium_aquilinum,12,6/22/2020,
1,8,2020,Early,Sandhills,Robinia_hispida_nana,2,6/22/2020,
1,8,2020,Early,Sandhills,Schizachyrium_scoparium_scoparium,3,6/22/2020,
1,8,2020,Early,Sandhills,Seymeria_cassioides,10,6/22/2020,
1,8,2020,Early,Sandhills,Unknown_moss,8,6/22/2020,most likely Syntrichia_ruralis
1,8,2020,Early,Sandhills,Vaccinium_tenellum,33,6/22/2020,
1,8,2020,Late,Sandhills,Aristida_stricta,42,10/2/2020,
1,8,2020,Late,Sandhills,Bare_ground,2,10/2/2020,
1,8,2020,Late,Sandhills,Chamaecrista_nictitans,19,10/2/2020,
1,8,2020,Late,Sandhills,Chrysopsis_mariana,18,10/2/2020,
1,8,2020,Late,Sandhills,Dichanthelium_acuminatum,6,10/2/2020,
1,8,2020,Late,Sandhills,Liatris_cokeri,4,10/2/2020,
1,8,2020,Late,Sandhills,Litter,30,10/2/2020,
1,8,2020,Late,Sandhills,Overstory,0,10/2/2020,
1,8,2020,Late,Sandhills,Pinus_palustris,3,10/2/2020,grass stage
1,8,2020,Late,Sandhills,Pteridium_aquilinum,5,10/2/2020,
1,8,2020,Late,Sandhills,Robinia_hispida_nana,18,10/2/2020,
1,8,2020,Late,Sandhills,Schizachyrium_scoparium_scoparium,9,10/2/2020,
1,8,2020,Late,Sandhills,Scleria_triglomerata,1,10/2/2020,
1,8,2020,Late,Sandhills,Seymeria_cassioides,80,10/2/2020,
1,8,2020,Late,Sandhills,Stylosanthes_biflora,2,10/2/2020,
1,8,2020,Late,Sandhills,Unknown_moss,4,10/2/2020,most likely Syntrichia_ruralis
1,8,2020,Late,Sandhills,Vaccinium_tenellum,35,10/2/2020,
1,8,2021,Early,Sandhills,Aristida_stricta,40,4/16/2021,
1,8,2021,Early,Sandhills,Bare_ground,1,4/16/2021,
1,8,2021,Early,Sandhills,Chrysopsis_mariana,9,4/16/2021,
1,8,2021,Early,Sandhills,Dichanthelium_commutatum,5,4/16/2021,
1,8,2021,Early,Sandhills,Litter,40,4/16/2021,
1,8,2021,Early,Sandhills,Unknown_moss,2,4/16/2021,
1,8,2021,Early,Sandhills,Overstory,0,4/16/2021,
1,8,2021,Early,Sandhills,Pinus_palustris,3,4/16/2021,grass stage
1,8,2021,Early,Sandhills,Pityopsis_aspera,3,4/16/2021,
1,8,2021,Early,Sandhills,Pteridium_aquilinum,25,4/16/2021,
1,8,2021,Early,Sandhills,Robinia_hispida_nana,7,4/16/2021,
1,8,2021,Early,Sandhills,Schizachyrium_scoparium_scoparium,5,4/16/2021,
1,8,2021,Early,Sandhills,Vaccinium_tenellum,45,4/16/2021,
1,8,2021,Late,Sandhills,Aristida_stricta,42,9/23/2021,
1,8,2021,Late,Sandhills,Bare_ground,0,9/23/2021,
1,8,2021,Late,Sandhills,Chamaecrista_nictitans,12,9/23/2021,
1,8,2021,Late,Sandhills,Chrysopsis_mariana,25,9/23/2021,
1,8,2021,Late,Sandhills,Dichanthelium_commutatum,5,9/23/2021,
1,8,2021,Late,Sandhills,Liatris_cokeri,5,9/23/2021,
1,8,2021,Late,Sandhills,Litter,25,9/23/2021,
1,8,2021,Late,Sandhills,Overstory,0,9/23/2021,
1,8,2021,Late,Sandhills,Pteridium_aquilinum,22,9/23/2021,
1,8,2021,Late,Sandhills,Robinia_hispida_nana,50,9/23/2021,
1,8,2021,Late,Sandhills,Schizachyrium_scoparium_scoparium,8,9/23/2021,
1,8,2021,Late,Sandhills,Scleria_triglomerata,10,9/23/2021,
1,8,2021,Late,Sandhills,Vaccinium_tenellum,37,9/23/2021,
1,8,2022,Early,Sandhills,Aristida_stricta,42,4/28/2022,
1,8,2022,Early,Sandhills,Bare_ground,1,4/28/2022,
1,8,2022,Early,Sandhills,Chamaecrista_nictitans,1,4/28/2022,
1,8,2022,Early,Sandhills,Chrysopsis_mariana,13,4/28/2022,
1,8,2022,Early,Sandhills,Dichanthelium_commutatum,3,4/28/2022,
1,8,2022,Early,Sandhills,Euphorbia_spp,4,4/28/2022,most likely Euphorbia_curtisii
1,8,2022,Early,Sandhills,Liatris_cokeri,8,4/28/2022,
1,8,2022,Early,Sandhills,Litter,47,4/28/2022,
1,8,2022,Early,Sandhills,Overstory,0,4/28/2022,
1,8,2022,Early,Sandhills,Pinus_palustris,4,4/28/2022,grass stage
1,8,2022,Early,Sandhills,Pteridium_aquilinum,40,4/28/2022,
1,8,2022,Early,Sandhills,Robinia_hispida_nana,32,4/28/2022,
1,8,2022,Early,Sandhills,Schizachyrium_scoparium_scoparium,6,4/28/2022,
1,8,2022,Early,Sandhills,Scleria_triglomerata,10,4/28/2022,
1,8,2022,Early,Sandhills,Stylosanthes_biflora,1,4/28/2022,
1,8,2022,Early,Sandhills,Symphyotrichum_walteri,2,4/28/2022,
1,8,2022,Early,Sandhills,Unknown_moss,1,4/28/2022,
1,8,2022,Early,Sandhills,Vaccinium_tenellum,47,4/28/2022,
1,8,2022,Late,Sandhills,Aristida_stricta,27,9/15/2022,
1,8,2022,Late,Sandhills,Bare_ground,1,9/15/2022,
1,8,2022,Late,Sandhills,Chamaecrista_nictitans,16,9/15/2022,
1,8,2022,Late,Sandhills,Chrysopsis_mariana,15,9/15/2022,
1,8,2022,Late,Sandhills,Erechtites_hieraciifolius,2,9/15/2022,
1,8,2022,Late,Sandhills,Euphorbia_spp,1,9/15/2022,most likely Euphorbia_curtisii
1,8,2022,Late,Sandhills,Litter,65,9/15/2022,
1,8,2022,Late,Sandhills,Overstory,0,9/15/2022,
1,8,2022,Late,Sandhills,Pinus_palustris,2,9/15/2022,grass stage 
1,8,2022,Late,Sandhills,Pinus_taeda,1,9/15/2022,
1,8,2022,Late,Sandhills,Pteridium_aquilinum,6,9/15/2022,
1,8,2022,Late,Sandhills,Robinia_hispida_nana,40,9/15/2022,
1,8,2022,Late,Sandhills,Schizachyrium_scoparium_scoparium,8,9/15/2022,
1,8,2022,Late,Sandhills,Scleria_triglomerata,9,9/15/2022,
1,8,2022,Late,Sandhills,Symphyotrichum_walteri,4,9/15/2022,
1,8,2022,Late,Sandhills,Unknown_moss,1,9/15/2022,most likely Syntrichia_ruralis
1,8,2022,Late,Sandhills,Vaccinium_tenellum,20,9/15/2022,
1,8,2023,Early,Sandhills,Aristida_stricta,18,4/17/2023,
1,8,2023,Early,Sandhills,Bare_ground,0,4/17/2023,
1,8,2023,Early,Sandhills,Chrysopsis_mariana,7,4/17/2023,
1,8,2023,Early,Sandhills,Euphorbia_spp,3,4/17/2023,most likely Euphorbia_curtisii
1,8,2023,Early,Sandhills,Liatris_cokeri,2,4/17/2023,
1,8,2023,Early,Sandhills,Litter,87,4/17/2023,
1,8,2023,Early,Sandhills,Overstory,0,4/17/2023,
1,8,2023,Early,Sandhills,Pinus_palustris,1,4/17/2023,grass stage
1,8,2023,Early,Sandhills,Pteridium_aquilinum,48,4/17/2023,
1,8,2023,Early,Sandhills,Robinia_hispida_nana,40,4/17/2023,
1,8,2023,Early,Sandhills,Scleria_triglomerata,3,4/17/2023,
1,8,2023,Early,Sandhills,Vaccinium_tenellum,28,4/17/2023,
1,8,2023,Late,Sandhills,Aristida_stricta,25,9/14/2023,
1,8,2023,Late,Sandhills,Bare_ground,0,9/14/2023,
1,8,2023,Late,Sandhills,Chrysopsis_mariana,4,9/14/2023,
1,8,2023,Late,Sandhills,Erechtites_hieraciifolius,3,9/14/2023,
1,8,2023,Late,Sandhills,Iris_verna_verna,1,9/14/2023,
1,8,2023,Late,Sandhills,Lespedeza_repens,1,9/14/2023,
1,8,2023,Late,Sandhills,Liatris_cokeri,1,9/14/2023,
1,8,2023,Late,Sandhills,Litter,85,9/14/2023,
1,8,2023,Late,Sandhills,Overstory,0,9/14/2023,
1,8,2023,Late,Sandhills,Pteridium_aquilinum,47,9/14/2023,
1,8,2023,Late,Sandhills,Robinia_hispida_nana,13,9/14/2023,
1,8,2023,Late,Sandhills,Scleria_triglomerata,6,9/14/2023,
